ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.9791,1.8425,9.265,3.3869,2.8416,8.7536,-0.3897,-0.9139,0.7596,0.0785,0.003,0.1951,17.0,-19.29,47.44,14.77,28.41,-17.24,-21.19,3.1,1003.21,59.919,35.764706,-78.71342,206.7,NaN,,11.92,58.722576,195.3,9 / 16,1000012,2018-03-09 17:47:45:396
4.4291,3.5294,8.5783,3.3233,2.8394,8.7786,-1.2014,-0.566,2.3645,0.1701,0.0864,0.0829,31.0,-17.15,48.37,14.51,25.93,-16.83,-20.74,3.1,1003.24,62.847,35.764683,-78.7134,205.72,NaN,,9.97,63.616123,155.1,9 / 16,1000511,2018-03-09 17:47:45:895
2.3569,2.3665,10.4638,3.4375,2.8733,8.7234,-1.4899,-0.3668,-0.8599,0.0465,-0.0247,0.1208,38.0,-16.15,49.71,15.04,24.04,-16.72,-20.86,3.1,1003.3,63.005,35.764683,-78.7134,205.72,NaN,,9.97,63.616123,155.1,9 / 16,1001012,2018-03-09 17:47:46:396
2.6728,2.5986,9.4397,3.3819,2.7982,8.7695,-0.7882,-0.2928,0.3529,0.063,-0.0276,0.0631,46.0,-15.07,49.76,13.95,22.58,-16.52,-21.08,3.1,1003.36,55.714,35.764656,-78.71334,212.63,NaN,,11.92,63.616123,141.3,10 / 16,1001512,2018-03-09 17:47:46:896
2.6824,2.4359,10.2269,3.292,2.5414,8.8811,-0.7991,-0.2692,0.4536,0.0058,-0.0209,0.0088,46.0,-16.26,49.68,14.55,23.74,-15.2,-20.6,3.1,1003.38,57.844,35.764656,-78.71334,212.63,NaN,,11.92,63.616123,141.3,10 / 16,1002012,2018-03-09 17:47:47:396
2.7422,1.7539,9.9972,3.277,2.3524,8.9386,-0.8525,-0.7776,0.4479,-0.0105,-0.0323,0.0139,46.0,-17.12,50.23,14.06,23.97,-14.1,-20.02,3.1,1003.43,61.398,35.764614,-78.713295,212.5,NaN,,15.34,63.616123,140.5,10 / 16,1002512,2018-03-09 17:47:47:896
2.2229,1.596,8.8415,3.2291,2.3625,8.9533,-0.8483,-0.6944,0.6722,0.0286,-0.0469,-0.0142,59.0,-17.07,49.58,14.14,24.86,-14.05,-19.89,3.1,1003.45,61.353,35.764614,-78.713295,212.5,NaN,,15.34,63.616123,140.5,10 / 16,1003013,2018-03-09 17:47:48:397
3.3954,3.1154,7.4967,3.5796,3.0026,8.6221,-0.7542,-1.515,1.0935,0.8547,-0.5199,-0.1488,60.0,-16.22,50.4,15.33,23.4,-13.56,-19.79,3.1,1003.54,61.246,35.764557,-78.71322,210.66,NaN,,19.08,68.509674,137.0,10 / 16,1003511,2018-03-09 17:47:48:895
3.2542,3.4576,8.5639,3.8153,3.7701,8.2098,-0.5791,-0.2765,0.3136,-0.0771,0.0253,-0.0295,59.0,-18.21,52.57,5.77,20.75,-22.58,-24.86,3.1,1003.59,61.199,35.764557,-78.71322,210.66,NaN,,19.08,68.509674,137.0,10 / 16,1004012,2018-03-09 17:47:49:396
3.0413,3.4935,8.5232,3.8227,3.737,8.2215,-0.5891,-0.0427,0.8455,-0.0722,-0.0394,-0.0112,55.0,-19.14,53.2,5.65,19.99,-22.62,-24.87,3.1,1003.57,60.672,35.764503,-78.71312,207.65,NaN,,22.1,68.509674,132.2,11 / 16,1004512,2018-03-09 17:47:49:896
3.1226,3.393,8.8271,3.8152,3.7518,8.2182,-0.62,-0.3635,0.236,0.0337,-0.0412,-0.0315,49.0,-19.48,52.17,5.37,21.39,-22.48,-24.9,3.1,1003.6,62.278,35.764503,-78.71312,207.65,NaN,,22.1,68.509674,132.2,11 / 16,1005011,2018-03-09 17:47:50:395
3.472,3.5055,8.9252,3.8721,3.6311,8.2458,-0.4679,-0.1699,0.72,-0.0203,-0.0089,0.0126,43.0,-19.66,51.89,5.49,21.92,-22.39,-25.15,3.1,1003.6,62.671,35.764515,-78.71307,207.85,NaN,,20.99,63.616123,123.5,12 / 16,1005512,2018-03-09 17:47:50:896
4.118,3.7328,9.0305,3.8998,3.5171,8.282,-0.5131,-0.0416,1.1308,0.0268,-0.0618,0.0159,44.0,-19.6,52.5,6.38,22.66,-21.45,-24.93,3.1,1003.61,63.187,35.764515,-78.71307,207.85,NaN,,20.99,63.616123,123.5,12 / 16,1006012,2018-03-09 17:47:51:396
4.3765,3.3212,8.93,4.0021,3.4741,8.2513,-0.2183,-0.3625,1.2853,-0.0042,0.1563,-0.1191,44.0,-21.36,53.52,7.8,22.99,-20.28,-26.23,3.1,1003.64,63.832,35.764515,-78.71305,206.31,NaN,,19.15,58.722576,120.3,12 / 16,1006512,2018-03-09 17:47:51:896
3.7998,3.393,9.0401,3.8705,3.5647,8.2754,-0.3285,-0.3509,0.3402,0.019,-0.0463,-0.0334,38.0,-21.74,53.05,6.36,23.87,-21.19,-24.94,3.1,1003.61,60.892,35.764515,-78.71305,206.31,NaN,,19.15,58.722576,120.3,12 / 16,1007014,2018-03-09 17:47:52:398
3.618,3.4983,8.5687,3.8781,3.589,8.2614,-0.2358,0.0968,0.0891,-0.0235,-0.0461,-0.0183,27.0,-22.47,52.73,6.47,25.29,-21.58,-24.82,3.1,1003.64,61.505,35.764465,-78.712975,210.76,NaN,,20.92,53.829033,125.5,12 / 16,1007511,2018-03-09 17:47:52:895
3.6682,3.4744,8.2433,3.8879,3.5085,8.2912,-0.1957,-0.0308,0.1857,-0.0042,-0.015,-0.0258,26.0,-22.56,52.17,7.09,25.57,-21.01,-25.02,3.1,1003.63,60.803,35.764465,-78.712975,210.76,NaN,,20.92,53.829033,125.5,12 / 16,1008011,2018-03-09 17:47:53:395
3.5318,3.4217,8.0136,3.8827,3.4717,8.3092,-0.4235,-0.2093,0.3131,0.0302,-0.0616,-0.0224,27.0,-21.98,51.62,6.71,24.76,-20.87,-24.99,3.1,1003.65,61.255,35.764427,-78.71291,208.32,NaN,,20.2,53.829033,126.8,11 / 16,1008512,2018-03-09 17:47:53:896
3.8524,3.1753,8.3964,3.9194,3.4679,8.2935,-0.3141,-0.2197,-0.004,-0.0137,-0.019,-0.0051,25.0,-23.7,52.76,7.13,25.86,-20.68,-25.19,3.1,1003.66,64.372,35.764427,-78.71291,208.32,NaN,,20.2,53.829033,126.8,11 / 16,1009011,2018-03-09 17:47:54:395
4.2401,3.4648,8.4586,3.9906,3.4448,8.2692,0.1439,0.031,0.2292,-0.0097,-0.0097,-0.0144,25.0,-23.48,52.99,7.91,25.79,-20.64,-25.67,3.1,1003.65,63.409,35.76441,-78.71287,207.17,NaN,,18.86,53.829033,126.5,13 / 16,1009512,2018-03-09 17:47:54:896
5.6136,3.3021,6.8937,4.0829,3.3622,8.2581,-0.493,-0.9728,-1.254,-0.1394,-0.0111,0.0073,32.0,-22.84,52.39,7.6,25.33,-20.1,-26.05,3.1,1003.65,63.836,35.76441,-78.71287,207.17,NaN,,18.86,53.829033,126.5,13 / 16,1010012,2018-03-09 17:47:55:396
3.4887,2.0052,7.401,4.1384,3.1663,8.3077,-0.913,-1.031,-1.0494,-0.3499,0.0543,0.0988,33.0,-21.52,50.33,4.49,23.61,-20.13,-26.6,3.1,1003.64,64.183,35.764385,-78.71282,207.86,NaN,,18.22,53.829033,127.9,13 / 16,1010511,2018-03-09 17:47:55:895
4.0032,3.5462,8.863,4.3765,3.1194,8.2028,-0.5305,0.2059,0.3323,-0.0665,-0.0976,0.0114,33.0,-21.2,51.05,5.58,23.21,-18.92,-28.26,3.1,1003.67,64.056,35.764385,-78.71282,207.86,NaN,,18.22,53.829033,127.9,13 / 16,1011012,2018-03-09 17:47:56:396
4.0558,3.673,9.1525,4.3288,3.1092,8.2319,-0.213,0.2912,0.6325,-0.0025,-0.0044,0.0051,35.0,-21.8,53.52,6.43,22.43,-18.5,-28.1,3.1,1003.63,62.968,35.76435,-78.712776,209.88,NaN,,19.37,53.829033,127.6,13 / 16,1011512,2018-03-09 17:47:56:896
4.1228,3.6395,8.2433,4.3583,3.2659,8.1553,-0.179,0.4335,-0.2511,-0.0368,-0.0056,0.0727,34.0,-22.53,52.45,6.94,23.3,-19.69,-28.17,3.1,1003.58,63.242,35.76435,-78.712776,209.88,NaN,,19.37,53.829033,127.6,13 / 16,1012011,2018-03-09 17:47:57:395
4.5488,4.6373,8.0088,4.436,3.4775,8.0249,-0.0531,1.2694,-0.6577,0.1029,0.0353,0.1487,31.0,-23.09,53.47,6.45,23.25,-19.93,-28.68,0.0,1003.55,63.722,35.76433,-78.71269,213.65,NaN,,16.92,53.829033,118.0,12 / 16,1012512,2018-03-09 17:47:57:896
4.3717,4.7282,7.8245,4.4852,3.4761,7.9981,0.0938,1.559,-0.2988,0.1033,0.1068,0.2729,38.0,-18.23,53.01,4.64,19.54,-20.77,-29.28,3.1,1003.57,63.127,35.76433,-78.71269,213.65,NaN,,16.92,53.829033,118.0,12 / 16,1013011,2018-03-09 17:47:58:395
4.3047,4.7234,7.6475,4.4157,3.524,8.0158,-0.1534,1.4452,0.0416,0.1282,0.1642,0.3641,43.0,-15.93,55.53,3.9,16.5,-21.09,-29.06,3.1,1003.53,61.8,35.764317,-78.71267,214.66,NaN,,15.08,53.829033,116.2,12 / 16,1013511,2018-03-09 17:47:58:895
3.5892,4.0989,5.9509,4.8264,3.6943,7.696,-1.0054,0.5876,-0.9016,0.4595,-0.2662,0.2604,44.0,-13.48,57.08,4.11,13.64,-22.13,-32.09,3.1,1003.58,62.941,35.764317,-78.71267,214.66,NaN,,15.08,53.829033,116.2,12 / 16,1014011,2018-03-09 17:47:59:395
4.532,3.6275,8.6716,5.3014,3.2877,7.5668,-0.8685,-0.0174,0.1201,0.143,-0.0689,0.1918,57.0,-11.19,57.71,4.79,12.12,-19.52,-34.57,3.1,1003.57,63.251,35.76431,-78.71262,212.13,NaN,,11.27,53.829033,110.5,12 / 16,1014512,2018-03-09 17:47:59:896
4.6516,3.1346,8.7458,5.2598,3.1464,7.6554,-0.675,0.0864,0.8492,0.0752,0.0925,0.2378,38.0,-9.73,56.25,5.3,11.69,-18.71,-34.49,0.0,1003.5,61.179,35.76431,-78.71262,212.13,NaN,,11.27,53.829033,110.5,12 / 16,1015012,2018-03-09 17:48:00:396
4.252,2.7948,8.004,5.1831,3.2019,7.6846,-0.9776,-0.0952,0.0958,0.0988,0.0011,0.1035,35.0,-8.35,55.61,5.22,10.08,-19.06,-34.0,0.0,1003.48,60.486,35.764305,-78.7126,209.8,NaN,,10.33,53.829033,93.8,12 / 16,1015512,2018-03-09 17:48:00:896
5.537,2.5364,8.3055,5.3049,3.1211,7.6346,0.2106,-0.6306,0.5726,0.1166,0.0217,0.1216,28.0,-6.45,54.09,4.57,8.68,-18.56,-34.79,0.0,1003.44,61.471,35.764305,-78.7126,209.8,NaN,,10.33,53.829033,93.8,12 / 16,1016011,2018-03-09 17:48:01:395
6.14,2.7948,7.0445,5.4699,3.1057,7.5236,0.5522,-0.5852,-0.6479,0.0431,0.0148,0.0587,30.0,-6.65,53.71,3.88,8.84,-18.46,-36.02,0.0,1003.45,61.416,35.764313,-78.7126,210.94,NaN,,6.66,53.829033,73.5,12 / 16,1016513,2018-03-09 17:48:01:897
5.1924,2.6273,7.8532,5.3392,3.0552,7.6373,-0.1267,-0.4181,0.0181,0.0936,0.0475,0.0699,27.0,-4.07,52.24,3.82,7.38,-18.0,-35.07,0.0,1003.44,60.564,35.764313,-78.7126,210.94,NaN,,6.66,53.829033,73.5,12 / 16,1017012,2018-03-09 17:48:02:396
4.9316,2.5579,8.1428,5.2162,3.0861,7.7096,-0.1338,-0.5222,0.6149,0.0952,0.0394,0.0067,23.0,-3.39,51.91,3.19,4.84,-18.06,-34.34,0.0,1003.44,62.202,35.764324,-78.712585,199.27,NaN,,7.34,53.829033,66.9,12 / 16,1017512,2018-03-09 17:48:02:896
5.1063,2.5412,8.3821,5.211,3.0593,7.7238,-0.1861,-0.4505,0.4835,0.0033,-0.0097,-8.0E-4,26.0,-3.31,51.61,2.94,4.84,-18.31,-33.83,0.0,1003.43,63.75,35.764324,-78.712585,199.27,NaN,,7.34,53.829033,66.9,12 / 16,1018012,2018-03-09 17:48:03:396
5.0895,2.8762,7.9059,5.1815,3.0205,7.7588,-0.2252,-0.3703,0.0706,-0.0199,-0.0184,-0.0055,28.0,-3.99,52.05,2.27,5.11,-18.04,-33.8,0.0,1003.39,62.375,35.76432,-78.71256,203.83,NaN,,6.48,53.829033,73.0,13 / 16,1018511,2018-03-09 17:48:03:895
5.3384,2.9216,8.1189,5.1589,2.9225,7.8112,0.0509,-0.3255,-0.0767,-0.0056,0.0011,-0.0114,28.0,-4.39,51.5,1.87,5.1,-17.34,-33.44,0.0,1003.38,62.584,35.76432,-78.71256,203.83,NaN,,6.48,53.829033,73.0,13 / 16,1019012,2018-03-09 17:48:04:396
5.2546,2.6824,7.7073,5.1833,2.9127,7.7987,-0.013,-0.3686,-0.2823,0.0223,-0.015,0.0047,30.0,-3.69,51.35,2.91,5.86,-17.22,-33.46,0.0,1003.35,61.081,35.764328,-78.71255,205.86,NaN,,7.09,53.829033,56.4,12 / 16,1019512,2018-03-09 17:48:04:896
4.7713,2.4359,7.7001,5.1305,2.8503,7.8565,-0.0278,0.0252,0.0641,0.0019,-0.0034,-0.0189,32.0,-3.68,50.9,2.89,5.85,-16.9,-33.15,0.0,1003.35,60.254,35.764328,-78.71255,205.86,NaN,,7.09,53.829033,56.4,12 / 16,1020016,2018-03-09 17:48:05:400
4.2832,2.869,8.3414,5.0053,2.9075,7.9161,-0.6775,-0.0248,0.2643,0.0235,-0.0068,-0.0674,36.0,-4.68,51.99,3.65,7.32,-16.82,-32.35,0.0,1003.36,61.503,35.764328,-78.71252,206.89,NaN,,7.42,53.829033,73.5,12 / 16,1020512,2018-03-09 17:48:05:896
4.1133,2.9982,8.3055,4.809,3.0125,7.9981,-0.69,-0.0643,0.2788,-0.0013,0.0046,-0.071,34.0,-4.2,50.63,3.0,5.86,-17.62,-31.29,0.0,1003.33,61.638,35.764328,-78.71252,206.89,NaN,,7.42,53.829033,73.5,12 / 16,1021012,2018-03-09 17:48:06:396
4.4004,2.6488,8.4491,4.5654,2.9581,8.1595,-0.2407,-0.3037,0.1807,-0.0536,-0.0166,-0.0647,26.0,-3.85,50.63,1.86,5.25,-17.7,-29.29,0.0,1003.31,60.832,35.764347,-78.712494,208.37,NaN,,6.66,53.829033,61.0,13 / 16,1021512,2018-03-09 17:48:06:896
