ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-9.4253,-0.2967,4.0175,-9.0061,-0.1884,3.8763,-0.0383,0.0371,0.1105,0.0013,0.0029,0.004,386.0,23.1,-19.85,-44.79,122.76,1.1,66.71,3.1,1004.12,65.998,35.772823,-78.67721,236.2,NaN,,28.55,14.680644,9.6,14 / 21,181013,2018-03-09 17:34:06:397
-8.9133,-0.2752,3.9984,-8.9702,-0.1869,3.9585,0.3757,-0.1715,0.1319,0.0082,0.0086,0.0141,391.0,22.05,-18.0,-45.99,119.43,1.12,66.25,3.1,1004.1,64.438,35.7729,-78.67719,237.1,NaN,,32.15,14.680644,10.4,14 / 21,181511,2018-03-09 17:34:06:895
-8.9157,0.0048,4.0893,-8.9567,-0.1184,3.9918,0.4229,0.1814,0.1044,0.0131,-0.0037,0.0164,378.0,22.96,-18.55,-44.72,121.02,0.91,66.16,3.1,1004.07,63.123,35.7729,-78.67719,237.1,NaN,,32.15,14.680644,10.4,14 / 21,182011,2018-03-09 17:34:07:395
-9.0353,0.0694,4.6588,-8.8913,-0.057,4.1366,0.084,-0.0316,0.4109,0.0084,0.0112,0.0048,377.0,23.65,-18.97,-44.45,122.54,0.39,65.66,3.1,1004.07,63.584,35.77299,-78.67717,238.04,NaN,,34.99,14.680644,10.6,14 / 21,182512,2018-03-09 17:34:07:896
-8.8319,0.2106,4.7569,-8.862,0.0016,4.1994,0.3365,0.1778,0.3573,0.0095,2.0E-4,-0.0056,380.0,21.04,-17.98,-42.64,121.07,-0.01,64.65,3.1,1004.08,61.247,35.77299,-78.67717,238.04,NaN,,34.99,14.680644,10.6,14 / 21,183012,2018-03-09 17:34:08:396
-8.3079,0.1507,4.7761,-8.8089,0.0623,4.3092,0.3459,0.2073,0.7834,0.0325,-0.0022,0.0095,371.0,20.25,-19.43,-44.05,121.46,-0.21,64.08,3.1,1004.09,60.859,35.773075,-78.677155,239.64,NaN,,33.73,14.680644,8.0,14 / 21,183512,2018-03-09 17:34:08:896
-8.6381,0.3063,4.8383,-8.7636,0.1449,4.3987,0.4166,-0.0331,0.3772,0.0217,-0.0155,-0.0068,384.0,20.64,-19.82,-42.68,123.82,-0.85,63.35,3.1,1004.06,58.952,35.773075,-78.677155,239.64,NaN,,33.73,14.680644,8.0,14 / 21,184035,2018-03-09 17:34:09:419
-8.7075,-0.1244,4.9555,-8.7322,0.1671,4.46,0.3988,0.361,0.6132,0.0262,0.0141,-0.0188,345.0,19.76,-19.03,-43.86,121.46,-0.89,62.95,3.1,1004.06,58.92,35.773155,-78.67714,240.52,NaN,,32.44,19.574192,11.2,14 / 21,184512,2018-03-09 17:34:09:896
-8.1452,0.7896,6.2788,-8.6398,0.3074,4.6292,0.8671,0.2007,1.3197,0.0447,0.0073,0.0011,354.0,24.11,-19.28,-39.38,127.61,-1.8,61.82,3.1,1004.07,59.289,35.773155,-78.67714,240.52,NaN,,32.44,19.574192,11.2,14 / 21,185011,2018-03-09 17:34:10:395
-7.8556,0.256,6.3769,-8.5402,0.3269,4.8093,0.7651,0.1629,1.278,0.0369,0.0047,-0.0274,380.0,26.91,-22.73,-40.13,134.62,-1.94,60.9,3.1,1004.07,60.748,35.773243,-78.67712,242.74,NaN,,33.48,19.574192,11.2,14 / 21,185512,2018-03-09 17:34:10:896
-8.5567,-0.2177,7.3651,-8.3922,0.4061,5.0573,0.5085,-0.536,1.6422,0.0575,0.0102,0.0162,301.0,28.1,-23.59,-40.52,136.71,-2.31,59.2,3.1,1004.1,66.672,35.773243,-78.67712,242.74,NaN,,33.48,19.574192,11.2,14 / 21,186032,2018-03-09 17:34:11:416
-8.1906,0.5815,6.8004,-8.2926,0.4581,5.2147,0.5006,0.1458,1.4246,0.0518,-0.0338,0.0172,278.0,23.43,-21.95,-39.66,128.38,-2.45,58.34,3.1,1004.1,63.148,35.773315,-78.67709,245.57,NaN,,29.56,14.680644,14.2,13 / 21,186512,2018-03-09 17:34:11:896
-8.0518,0.28,6.0921,-8.1825,0.4161,5.3892,0.3843,-0.0769,0.6141,0.0137,-0.0118,-0.0229,288.0,23.46,-20.96,-40.62,131.25,-2.41,57.03,3.1,1004.1,60.112,35.773315,-78.67709,245.57,NaN,,29.56,14.680644,14.2,13 / 21,187012,2018-03-09 17:34:12:396
-8.5376,0.3183,6.1591,-8.159,0.3681,5.4282,-0.0082,-0.2356,0.4009,0.0296,0.0012,-0.0058,307.0,21.43,-18.69,-40.71,127.77,-2.16,56.42,3.1,1004.09,56.177,35.77336,-78.677086,248.57,NaN,,22.1,14.680644,16.9,14 / 21,187512,2018-03-09 17:34:12:896
-8.3318,0.079,6.1878,-8.1348,0.3004,5.4686,0.1352,-0.0505,0.4538,0.0066,0.0057,-0.0211,325.0,24.3,-20.22,-36.78,136.56,-2.01,56.46,3.1,1004.07,59.608,35.77336,-78.677086,248.57,NaN,,22.1,14.680644,16.9,14 / 21,188012,2018-03-09 17:34:13:396
-8.1212,-0.0191,6.6018,-8.069,0.2119,5.5693,0.4026,-0.3194,0.6563,0.0082,0.0065,-0.0117,337.0,24.37,-20.55,-36.72,139.92,-1.29,55.5,3.1,1004.08,55.155,35.773396,-78.67707,250.35,NaN,,16.24,14.680644,18.9,14 / 21,188512,2018-03-09 17:34:13:896
-7.2933,0.1388,7.401,-7.9803,0.1982,5.6961,1.0099,0.1297,1.3599,-0.0032,-0.001,-0.0042,334.0,23.03,-21.36,-39.44,137.64,-1.16,54.48,3.1,1004.08,60.648,35.773396,-78.67707,250.35,NaN,,16.24,14.680644,18.9,14 / 21,189012,2018-03-09 17:34:14:396
-7.9011,0.0335,6.6497,-7.8661,0.1877,5.8532,0.4373,-0.1652,0.7926,-0.0089,0.0037,-0.0044,335.0,21.27,-20.68,-41.66,133.48,-1.16,53.47,3.1,1004.08,59.557,35.77342,-78.677055,254.24,NaN,,11.7,14.680644,25.3,14 / 21,189512,2018-03-09 17:34:14:896
-9.2171,0.0598,4.1252,-8.1185,0.1523,5.4989,-0.712,-0.1323,-1.4921,0.0011,0.0029,-0.0017,334.0,20.49,-20.48,-42.62,128.45,-0.89,55.89,3.1,1004.03,56.004,35.77342,-78.677055,254.24,NaN,,11.7,14.680644,25.3,14 / 21,190011,2018-03-09 17:34:15:395
-9.6909,0.0383,3.4146,-8.6167,0.1226,4.6806,-0.8404,-0.027,-1.4106,0.0025,0.0132,0.0089,335.0,19.87,-19.79,-43.93,124.35,-0.65,60.74,3.1,1004.01,59.745,35.77342,-78.677055,254.24,NaN,,11.7,14.680644,25.3,14 / 21,190512,2018-03-09 17:34:15:896
-9.9494,0.0694,2.9815,-8.9587,0.1045,3.9876,-0.5109,-0.1789,-1.1982,-0.0038,0.0035,0.0022,335.0,21.94,-21.03,-41.48,125.86,-0.61,66.01,3.1,1004.0,63.219,35.77342,-78.677055,254.24,NaN,,11.7,14.680644,25.3,14 / 21,191012,2018-03-09 17:34:16:396
-9.8584,-0.1436,2.7517,-9.1389,0.091,3.5556,-0.4437,-0.4371,-0.758,-0.0195,0.0179,0.0315,343.0,21.84,-19.33,-40.51,121.84,-0.52,68.48,3.1,1003.99,64.933,35.77344,-78.677055,258.37,NaN,,4.64,14.680644,25.4,14 / 21,191512,2018-03-09 17:34:16:896
-10.1264,-0.0766,3.2327,-9.1756,0.1067,3.4594,-0.4721,-0.2048,-0.1177,-0.1005,-0.0193,-0.0089,361.0,20.34,-18.44,-41.51,118.67,-0.62,69.34,3.1,1003.98,63.306,35.77344,-78.677055,258.37,NaN,,4.64,14.680644,25.4,14 / 21,192013,2018-03-09 17:34:17:397
-9.4564,-0.2249,3.2327,-9.1945,0.0902,3.4094,-0.2158,-0.2731,-0.1899,-0.0822,0.02,0.0606,386.0,18.97,-17.96,-42.48,118.37,-0.53,69.65,3.1,1003.96,63.16,35.773464,-78.67704,261.37,NaN,,11.23,14.680644,25.1,14 / 21,192512,2018-03-09 17:34:17:896
-9.5186,-0.4116,3.7831,-9.2121,0.0269,3.3626,-0.0278,-0.4293,0.3413,-0.1125,-0.0289,0.0748,401.0,19.05,-17.38,-42.6,116.53,-0.16,69.95,3.1,1003.96,63.112,35.773464,-78.67704,261.37,NaN,,11.23,14.680644,25.1,14 / 21,193012,2018-03-09 17:34:18:396
-9.8225,-0.804,3.4361,-9.2273,0.0356,3.3205,0.0358,-1.0925,-0.155,-0.1312,0.0165,0.0834,411.0,19.49,-16.03,-43.77,114.55,-0.15,70.0,3.1,1003.95,61.895,35.773514,-78.67703,260.96,NaN,,17.42,14.680644,12.2,14 / 21,193512,2018-03-09 17:34:18:896
-10.0642,-1.675,4.0917,-9.2303,0.0931,3.3111,-0.3275,-1.3897,0.2128,-0.1626,0.0104,0.0581,395.0,19.7,-14.32,-41.73,112.56,-0.69,70.19,3.1,1003.9,65.097,35.773514,-78.67703,260.96,NaN,,17.42,14.680644,12.2,14 / 21,194011,2018-03-09 17:34:19:395
-9.5378,-1.5075,3.0604,-9.2509,0.1089,3.2525,0.2036,-1.9486,-0.0773,-0.206,-0.0029,0.109,377.0,19.4,-14.46,-42.0,112.12,-0.83,70.6,3.1,1003.89,65.131,35.77357,-78.67703,258.77,NaN,,22.36,14.680644,7.2,14 / 21,194512,2018-03-09 17:34:19:896
-9.2578,-3.8548,3.7065,-9.2251,-0.1802,3.3219,0.3608,-3.775,-0.1449,-0.3255,0.0045,0.0913,372.0,17.3,-11.38,-43.24,107.95,0.45,70.19,3.1,1003.86,64.98,35.77357,-78.67703,258.77,NaN,,22.36,14.680644,7.2,14 / 21,195011,2018-03-09 17:34:20:395
-9.0712,-3.6538,4.3837,-9.1617,-0.3008,3.4846,0.3064,-3.4665,0.992,-0.3626,0.1144,0.2345,364.0,16.8,-7.68,-43.2,104.56,1.58,69.09,3.1,1003.84,68.521,35.77364,-78.67704,260.52,NaN,,27.4,14.680644,351.9,14 / 21,195512,2018-03-09 17:34:20:896
-8.985,-3.4672,3.7783,-9.1962,-0.4521,3.3757,0.4736,-3.3291,1.5288,-0.3858,0.0586,0.2259,312.0,20.92,-3.82,-41.24,101.18,2.02,69.93,3.1,1003.83,60.088,35.77364,-78.67704,260.52,NaN,,27.4,14.680644,351.9,14 / 21,196014,2018-03-09 17:34:21:398
-9.0042,-3.6132,3.5605,-9.3283,-0.533,2.9782,0.8547,-3.1731,0.3409,-0.3998,-0.058,0.2039,309.0,24.58,3.29,-37.41,87.62,3.02,72.59,3.1,1003.82,60.235,35.773705,-78.67708,261.35,NaN,,31.28,14.680644,337.3,14 / 21,196512,2018-03-09 17:34:21:896
-9.8297,-1.2491,3.1274,-9.3374,-0.5496,2.9463,-0.0618,-0.8832,0.189,-0.2347,0.0037,0.1176,310.0,26.0,5.24,-32.69,82.73,3.27,72.39,3.1,1003.83,62.522,35.773705,-78.67708,261.35,NaN,,31.28,14.680644,337.3,14 / 21,197012,2018-03-09 17:34:22:396
-9.9398,-0.2082,3.149,-9.3955,-0.4354,2.7758,-0.197,0.3697,0.2122,-0.0653,0.0405,0.0164,318.0,24.81,7.52,-32.73,75.19,2.63,73.3,3.1,1003.83,62.127,35.773754,-78.67718,260.95,NaN,,34.78,14.680644,308.8,14 / 21,197512,2018-03-09 17:34:22:896
-9.1932,-0.122,3.2925,-9.3891,-0.4759,2.7907,0.2373,0.239,0.5169,-0.0549,-0.0028,-0.018,379.0,24.47,8.66,-32.27,72.5,2.59,73.6,3.1,1003.85,62.378,35.773754,-78.67718,260.95,NaN,,34.78,14.680644,308.8,14 / 21,198012,2018-03-09 17:34:23:396
-9.3392,0.3135,3.7448,-9.3515,-0.509,2.9086,0.3093,0.738,0.7505,-0.0258,-0.0075,-0.0229,309.0,23.69,9.6,-32.58,71.26,2.9,73.08,3.1,1003.88,66.611,35.77381,-78.67726,259.39,NaN,,36.86,14.680644,303.6,14 / 21,198511,2018-03-09 17:34:23:895
-9.5809,0.0168,3.5964,-9.3168,-0.5726,3.0066,0.1909,0.7179,0.4697,-0.0074,-0.0031,-0.0286,260.0,23.52,10.04,-31.92,70.72,3.35,72.11,3.1,1003.91,64.789,35.77381,-78.67726,259.39,NaN,,36.86,14.680644,303.6,14 / 21,199012,2018-03-09 17:34:24:396
-9.4421,0.0742,4.0343,-9.3042,-0.5647,3.0469,0.1841,0.5686,0.7731,0.005,0.0145,-0.0064,251.0,24.2,10.57,-29.59,66.81,3.47,71.98,3.1,1003.93,63.146,35.773865,-78.67741,257.22,NaN,,44.75,14.680644,298.1,14 / 21,199511,2018-03-09 17:34:24:895
-8.9707,-0.0096,4.0678,-9.2449,-0.4214,3.2441,0.533,0.3308,0.818,-0.004,-0.0061,-0.0029,245.0,25.13,10.12,-29.42,66.0,2.48,70.89,3.1,1003.97,65.503,35.773865,-78.67741,257.22,NaN,,44.75,14.680644,298.1,14 / 21,200012,2018-03-09 17:34:25:396
-9.2004,-0.2536,4.5057,-9.1106,-0.3069,3.6156,0.3548,0.1849,0.6224,0.0011,0.0031,-0.0056,234.0,23.95,9.1,-30.7,69.34,2.12,69.4,3.1,1004.0,66.36,35.773926,-78.677536,256.19,NaN,,49.39,14.680644,296.3,14 / 21,200512,2018-03-09 17:34:25:896
-9.0927,-0.3805,4.0415,-9.0346,-0.2537,3.8054,0.237,0.0265,-0.0519,-0.0015,0.0059,7.0E-4,250.0,23.31,9.16,-31.24,67.45,1.46,67.14,3.1,1004.01,66.388,35.773926,-78.677536,256.19,NaN,,49.39,14.680644,296.3,14 / 21,201013,2018-03-09 17:34:26:397
-9.1884,-0.4475,3.7543,-9.0498,-0.2615,3.7687,-0.1012,0.0062,-0.0167,-0.0052,0.0124,0.0019,230.0,23.05,10.06,-31.78,66.18,1.5,67.3,3.1,1004.02,67.278,35.77398,-78.677666,254.7,NaN,,50.44,14.680644,296.1,14 / 21,201512,2018-03-09 17:34:26:896
-9.2507,-0.1125,4.008,-9.0371,-0.1541,3.805,0.1383,0.166,0.1012,0.0095,0.0,0.0139,235.0,23.85,9.96,-31.98,64.18,1.1,67.25,3.1,1004.05,67.81,35.77398,-78.677666,254.7,NaN,,50.44,14.680644,296.1,14 / 21,202012,2018-03-09 17:34:27:396
-8.9061,-0.3493,4.4004,-9.0022,-0.1149,3.8882,0.409,0.2522,0.0281,-0.0056,0.025,-0.0156,258.0,24.91,9.48,-30.31,64.0,0.64,66.68,3.1,1004.04,67.034,35.77404,-78.67781,253.83,NaN,,51.73,14.680644,297.4,14 / 21,202512,2018-03-09 17:34:27:896
-9.009,-0.0957,4.2975,-8.9762,-0.1387,3.947,0.2297,-0.0923,0.0388,-0.0099,-0.0026,-0.0101,256.0,25.85,9.52,-29.68,60.69,0.67,66.37,3.1,1004.05,65.723,35.77404,-78.67781,253.83,NaN,,51.73,14.680644,297.4,14 / 21,203011,2018-03-09 17:34:28:395
-9.2531,0.0144,4.3047,-8.9504,-0.1193,4.0058,0.0362,0.1156,0.185,9.0E-4,0.0051,0.0074,268.0,25.32,9.47,-29.85,67.83,0.76,65.91,3.1,1004.08,64.67,35.77411,-78.677956,253.74,NaN,,53.96,14.680644,296.2,14 / 21,203512,2018-03-09 17:34:28:896
-8.8798,-0.1101,3.9841,-8.9256,-0.0798,4.0618,0.088,0.0047,0.1963,0.0133,-0.0096,0.0205,297.0,24.69,8.9,-30.93,64.0,0.47,65.53,3.1,1004.11,65.384,35.77411,-78.677956,253.74,NaN,,53.96,14.680644,296.2,14 / 21,204013,2018-03-09 17:34:29:397
-9.0353,0.2082,4.5751,-8.8775,-0.0749,4.166,0.2619,0.1198,-0.0103,1.0E-4,0.0049,-0.016,242.0,23.73,9.44,-31.52,63.08,0.4,64.89,3.1,1004.13,64.815,35.774174,-78.67809,253.33,NaN,,55.12,14.680644,296.0,14 / 21,204511,2018-03-09 17:34:29:895
-8.7697,0.122,4.4171,-8.8298,-0.0563,4.2664,0.3571,0.1653,0.1492,0.0056,-0.0022,-0.0011,259.0,23.19,9.82,-31.53,62.47,0.33,64.21,3.1,1004.19,64.303,35.774174,-78.67809,253.33,NaN,,55.12,14.680644,296.0,14 / 21,205012,2018-03-09 17:34:30:396
-8.796,-0.067,5.5011,-8.7534,-0.0735,4.4208,0.4319,0.0265,0.7862,0.0072,-0.0277,5.0E-4,235.0,27.32,9.4,-26.14,52.32,0.46,63.6,3.1,1004.22,64.401,35.77423,-78.67825,251.54,NaN,,55.69,14.680644,296.4,14 / 21,205512,2018-03-09 17:34:30:896
-7.9753,0.1723,4.9555,-8.6849,-0.0716,4.5539,0.8259,-0.0376,0.4468,0.0029,-0.0181,0.0093,221.0,27.9,9.8,-26.51,52.92,0.47,62.55,3.1,1004.3,64.553,35.77423,-78.67825,251.54,NaN,,55.69,14.680644,296.4,14 / 21,206012,2018-03-09 17:34:31:396
-8.4706,-0.1172,5.3456,-8.5588,-0.0627,4.7868,0.1582,-0.0028,0.4698,0.008,4.0E-4,0.0152,208.0,23.89,7.6,-27.76,59.3,0.48,61.22,3.1,1004.36,64.673,35.77429,-78.67841,247.33,NaN,,56.23,14.680644,294.6,14 / 21,206513,2018-03-09 17:34:31:897
-8.607,0.1531,4.6134,-8.5461,-0.0069,4.8099,-0.021,0.2344,-0.1308,0.0111,-0.0055,-0.0062,167.0,23.41,7.92,-29.97,61.91,0.11,60.63,3.1,1004.42,63.514,35.77429,-78.67841,247.33,NaN,,56.23,14.680644,294.6,14 / 21,207012,2018-03-09 17:34:32:396
-9.0138,0.0096,4.6493,-8.5806,-0.0231,4.748,-0.2625,0.1783,-0.207,0.0111,0.0377,-0.0201,195.0,22.49,8.3,-32.37,65.08,0.11,60.6,3.1,1004.46,65.383,35.774353,-78.67855,245.48,NaN,,52.45,14.680644,298.3,14 / 21,207511,2018-03-09 17:34:32:895
-9.1765,0.3302,4.9364,-8.5956,0.0494,4.7205,-0.2367,0.5715,-0.0203,0.0192,0.0161,-0.0398,176.0,23.43,7.99,-31.99,64.19,-0.27,61.08,3.1,1004.54,63.763,35.774353,-78.67855,245.48,NaN,,52.45,14.680644,298.3,14 / 21,208012,2018-03-09 17:34:33:396
-8.985,0.4068,4.9077,-8.6278,0.102,4.6606,-0.1782,0.1017,-0.0363,0.0327,-2.0E-4,0.0117,166.0,24.66,6.72,-31.46,64.5,-0.48,61.52,3.1,1004.6,63.739,35.774418,-78.678696,242.21,NaN,,52.52,14.680644,297.6,14 / 21,208512,2018-03-09 17:34:33:896
-9.2578,0.4475,4.9531,-8.6667,0.2115,4.584,-0.1308,0.1446,0.2076,0.0184,0.0116,-0.028,154.0,25.05,6.62,-32.42,64.65,-1.31,62.07,3.1,1004.69,65.531,35.774418,-78.678696,242.21,NaN,,52.52,14.680644,297.6,14 / 21,209013,2018-03-09 17:34:34:397
-9.143,0.0742,4.7856,-8.6758,0.2542,4.5646,-0.0493,0.1317,0.132,0.0156,0.0128,-0.029,187.0,24.92,6.69,-32.24,69.71,-1.53,62.25,3.1,1004.71,65.77,35.774475,-78.67885,238.99,NaN,,54.18,14.680644,297.3,14 / 21,209512,2018-03-09 17:34:34:896
-9.7579,-0.1101,5.2546,-8.7077,0.1572,4.508,-0.1499,-0.1488,0.1649,0.0101,0.0202,-0.0331,177.0,23.71,5.94,-33.44,69.87,-1.06,62.52,3.1,1004.75,65.673,35.774475,-78.67885,238.99,NaN,,54.18,14.680644,297.3,14 / 21,210011,2018-03-09 17:34:35:395
-9.2626,0.2895,4.5847,-8.7388,0.1613,4.4471,-0.1257,0.1775,0.1132,0.017,0.0367,-0.017,134.0,23.31,7.47,-34.33,67.33,-0.95,62.76,3.1,1004.8,66.258,35.77454,-78.67899,233.29,NaN,,53.6,14.680644,299.6,14 / 21,210512,2018-03-09 17:34:35:896
-9.3535,0.2728,4.654,-8.7906,0.1976,4.3425,-0.0094,0.0296,-0.0101,0.0331,0.013,0.0087,165.0,22.48,6.66,-33.5,68.98,-1.01,63.62,3.1,1004.82,66.898,35.77454,-78.67899,233.29,NaN,,53.6,14.680644,299.6,14 / 21,211012,2018-03-09 17:34:36:396
-9.3272,0.1627,4.1826,-8.8285,0.2426,4.2625,-0.2184,-0.162,0.0275,0.029,0.0141,0.0038,181.0,22.57,8.0,-33.33,66.71,-1.43,64.11,3.1,1004.83,66.065,35.774616,-78.67912,231.06,NaN,,52.88,14.680644,302.1,14 / 21,211512,2018-03-09 17:34:36:896
-9.545,0.0144,3.7998,-8.9046,0.241,4.1014,-0.1778,-0.1789,-0.2557,0.0208,0.0253,0.0052,156.0,24.87,6.44,-33.82,71.32,-1.41,65.27,3.1,1004.85,66.804,35.774616,-78.67912,231.06,NaN,,52.88,14.680644,302.1,14 / 21,212012,2018-03-09 17:34:37:396
-9.7029,0.0263,3.8835,-8.963,0.2198,3.9733,-0.1174,-0.2437,-0.2265,0.009,0.0277,-0.0137,162.0,28.28,5.27,-37.64,75.26,-1.47,65.58,3.1,1004.85,66.555,35.774685,-78.67926,228.42,NaN,,52.63,14.680644,304.3,14 / 21,212511,2018-03-09 17:34:37:895
-9.7101,0.1507,3.8835,-8.9978,0.2356,3.8929,-0.3258,-0.0835,-0.0494,0.0101,0.0658,0.0036,141.0,26.0,5.57,-31.43,69.25,-1.38,66.6,3.1,1004.86,65.431,35.774685,-78.67926,228.42,NaN,,52.63,14.680644,304.3,14 / 21,213012,2018-03-09 17:34:38:396
-9.8273,-0.2465,4.4435,-9.0541,0.2004,3.7622,-0.2304,-0.0532,-0.0011,0.0023,0.0368,-0.007,154.0,24.74,7.16,-33.54,70.27,-1.15,67.01,3.1,1004.84,66.926,35.77476,-78.6794,227.66,NaN,,53.6,14.680644,305.6,14 / 21,213511,2018-03-09 17:34:38:895
-9.4421,-0.5025,3.4576,-9.0723,0.2181,3.7171,0.0639,-0.1935,-0.1767,0.0139,0.0116,0.0323,205.0,25.7,5.41,-33.63,74.92,-1.27,67.72,3.1,1004.83,66.297,35.77476,-78.6794,227.66,NaN,,53.6,14.680644,305.6,14 / 21,214011,2018-03-09 17:34:39:395
-9.722,-0.323,4.0104,-9.0691,0.0528,3.7308,-0.3871,-0.3594,0.1979,-0.0278,0.0708,-0.0314,217.0,27.14,6.8,-32.72,69.0,-1.07,67.36,3.1,1004.81,65.68,35.774834,-78.679535,226.23,NaN,,54.94,14.680644,305.0,14 / 21,214511,2018-03-09 17:34:39:895
-9.3368,-0.0766,3.4409,-9.1196,-0.0168,3.6059,0.2085,-0.1187,0.0384,-0.0256,0.0155,-0.0335,198.0,27.67,7.44,-30.0,67.96,-0.12,68.23,3.1,1004.79,66.299,35.774834,-78.679535,226.23,NaN,,54.94,14.680644,305.0,14 / 21,215014,2018-03-09 17:34:40:398
-10.2245,-0.323,4.5751,-9.0837,-0.0137,3.6955,-0.7224,-0.209,0.6236,0.008,0.0886,0.0313,222.0,26.01,6.46,-32.79,74.48,0.48,67.45,3.1,1004.74,66.124,35.774918,-78.67968,227.05,NaN,,56.02,14.680644,304.9,13 / 21,215512,2018-03-09 17:34:40:896
-10.7533,-0.3661,5.7619,-9.0904,0.0258,3.6788,-0.7394,-0.4196,1.1563,-0.0237,0.0419,-0.0262,221.0,27.32,5.76,-31.23,71.86,-0.15,67.97,3.1,1004.73,66.734,35.774918,-78.67968,227.05,NaN,,56.02,14.680644,304.9,13 / 21,216012,2018-03-09 17:34:41:396
-9.3894,-0.2273,3.8764,-9.109,-0.0417,3.6325,0.0453,-0.1219,0.2698,-0.0058,0.0401,-0.0146,190.0,26.98,6.6,-32.23,70.65,0.15,68.17,3.1,1004.7,63.612,35.774998,-78.679825,226.79,NaN,,55.91,14.680644,304.5,13 / 21,216511,2018-03-09 17:34:41:895
-10.2054,0.0383,4.1994,-9.1173,0.0461,3.6114,0.1172,-0.2175,-0.0836,-0.003,0.0143,-0.0109,180.0,27.16,5.13,-33.28,75.99,-0.27,68.39,3.1,1004.64,63.171,35.774998,-78.679825,226.79,NaN,,55.91,14.680644,304.5,13 / 21,217012,2018-03-09 17:34:42:396
-9.7579,0.5743,3.6658,-9.1276,0.0731,3.5848,-0.377,-0.0905,0.3811,-0.0025,0.0853,-0.0166,212.0,29.53,5.92,-31.15,70.21,-0.49,68.16,3.1,1004.61,65.363,35.775078,-78.67996,228.26,NaN,,54.9,14.680644,304.2,13 / 21,217511,2018-03-09 17:34:42:895
-10.2293,0.3829,4.5081,-9.1413,0.097,3.5492,0.064,0.1446,0.1642,0.0095,0.0442,0.007,193.0,29.04,6.71,-29.78,67.19,-0.42,68.54,3.1,1004.53,69.177,35.775078,-78.67996,228.26,NaN,,54.9,14.680644,304.2,13 / 21,218011,2018-03-09 17:34:43:395
-9.5186,0.0359,3.6969,-9.1344,0.0894,3.5672,0.4823,0.0794,-0.0253,-0.0074,-0.0257,-0.03,185.0,27.54,5.22,-31.23,73.83,-0.68,68.78,3.1,1004.5,68.797,35.775154,-78.6801,231.69,NaN,,54.68,14.680644,304.5,13 / 21,218512,2018-03-09 17:34:43:896
-9.4325,-0.1149,3.6108,-9.1277,0.0501,3.585,0.0797,-0.2183,0.0983,0.0156,0.0139,0.0158,206.0,27.63,5.29,-30.54,74.55,-0.24,68.6,3.1,1004.41,65.414,35.775154,-78.6801,231.69,NaN,,54.68,14.680644,304.5,13 / 21,219012,2018-03-09 17:34:44:396
-9.2243,-0.2656,3.393,-9.1328,0.1158,3.5706,0.162,-0.3697,-0.1586,0.005,0.0096,0.0201,193.0,27.25,5.4,-31.65,72.26,-0.61,68.67,3.1,1004.39,65.905,35.775227,-78.68024,232.66,NaN,,54.61,14.680644,304.9,13 / 21,219512,2018-03-09 17:34:44:896
-9.2985,0.1292,3.7974,-9.146,0.1057,3.5369,0.2124,-0.0744,-0.345,0.005,-0.0033,0.0174,215.0,26.81,6.54,-32.12,69.81,-0.62,68.86,3.1,1004.3,65.307,35.775227,-78.68024,232.66,NaN,,54.61,14.680644,304.9,13 / 21,220011,2018-03-09 17:34:45:395
-9.7867,-0.3829,3.7065,-9.1423,0.0402,3.5478,0.0144,-0.4335,0.1065,-0.0107,-0.025,-0.0015,242.0,26.64,6.3,-31.71,68.82,-0.45,68.87,3.1,1004.26,64.793,35.775307,-78.680374,235.36,NaN,,54.79,14.680644,304.9,12 / 21,220512,2018-03-09 17:34:45:896
-9.2865,-0.8327,3.3739,-9.1448,0.0023,3.5417,-0.0405,-0.1651,-0.0516,-0.0418,-0.0358,-0.0392,231.0,28.32,5.38,-29.23,73.52,-0.01,68.83,3.1,1004.19,66.511,35.775307,-78.680374,235.36,NaN,,54.79,14.680644,304.9,12 / 21,221011,2018-03-09 17:34:46:395
-8.5424,-0.1149,3.5318,-9.0956,-0.1018,3.6648,0.9499,-0.0418,-0.7725,5.0E-4,-0.0153,0.0288,239.0,26.77,5.62,-30.07,72.7,0.67,68.32,3.1,1004.13,67.01,35.775383,-78.68052,236.92,NaN,,55.04,14.680644,304.7,13 / 21,221513,2018-03-09 17:34:46:897
